cifra,valor,tipo,base,clave,fuente,fecha,texto,modulo
bibliotecas.json › l2b9.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 7.205 a 15.068",figura:F17
bibliotecas.json › l2b9.sesiones,4,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,4,figura:F17
bibliotecas.json › l3externo.entradas,2164,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,2.164,figura:F17
bibliotecas.json › l3externo.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 13.253 a 63.408",figura:F17
bibliotecas.json › l3externo.sesiones,19,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,19,figura:F17
bibliotecas.json › l3externo.sumarios,226,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,226,figura:F17
bibliotecas.json › l3interno.entradas,5585,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,5.585,figura:F17
bibliotecas.json › l3interno.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 32.461 a 63.447",figura:F17
bibliotecas.json › l3interno.sesiones,35,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,35,figura:F17
bibliotecas.json › l3interno.sumarios,493,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,493,figura:F17
bibliotecas.json › l3nucleo.entradas,309,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,309,figura:F17
bibliotecas.json › l3nucleo.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 5.899 a 16.547",figura:F17
bibliotecas.json › l3nucleo.sesiones,2,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,2,figura:F17
bibliotecas.json › l3nucleo.sumarios,25,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,25,figura:F17
bibliotecas.json › l4.entradas,54,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,54,figura:F17
bibliotecas.json › l4.oradores,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"5 valores distintos, de 3.366 a 7.052",figura:F17
bibliotecas.json › l4.sesiones,20,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,20,figura:F17
bibliotecas.json › max_entradas_sesion,659,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,659,figura:F17
bibliotecas.json › sesiones,3,n,v3,FIG,bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,3,figura:F17
bibliotecas.json › sesión.entradas,,n,v3,FIG,campo que la figura repite en cada fila: bibliotecas del explorador: entradas y oradores (FigBibliotecas); src/data/bibliotecas.json · en es/explorador,2026-09-23,"147 valores distintos, de 1 a 659",figura:F17
busquedas.json › casas_viejas.resto,59,n,v3,FIG,búsquedas de muestra en la v3: resultados fuera de la muestra (FigBusquedas); src/data/busquedas.json · en es/explorador,2026-09-23,59,figura:F29
busquedas.json › catolica.resto,0,n,v3,FIG,búsquedas de muestra en la v3: resultados fuera de la muestra (FigBusquedas); src/data/busquedas.json · en es/explorador,2026-09-23,0,figura:F29
busquedas.json › divorcio.resto,77,n,v3,FIG,búsquedas de muestra en la v3: resultados fuera de la muestra (FigBusquedas); src/data/busquedas.json · en es/explorador,2026-09-23,77,figura:F29
busquedas.json › estatuto.resto,231,n,v3,FIG,búsquedas de muestra en la v3: resultados fuera de la muestra (FigBusquedas); src/data/busquedas.json · en es/explorador,2026-09-23,231,figura:F29
busquedas.json › reforma_agraria.resto,399,n,v3,FIG,búsquedas de muestra en la v3: resultados fuera de la muestra (FigBusquedas); src/data/busquedas.json · en es/explorador,2026-09-23,399,figura:F29
busquedas.json › voto_femenino.resto,0,n,v3,FIG,búsquedas de muestra en la v3: resultados fuera de la muestra (FigBusquedas); src/data/busquedas.json · en es/explorador,2026-09-23,0,figura:F29
busquedas.json › voto_mujer.resto,0,n,v3,FIG,búsquedas de muestra en la v3: resultados fuera de la muestra (FigBusquedas); src/data/busquedas.json · en es/explorador,2026-09-23,0,figura:F29
busquedas.json › voto_union.resto,0,n,v3,FIG,búsquedas de muestra en la v3: resultados fuera de la muestra (FigBusquedas); src/data/busquedas.json · en es/explorador,2026-09-23,0,figura:F29
cruces.json › 1931.bloque,10639,n,afin,FIG,cruce entre bloques por legislatura en CGOCUS V1.1 (FigCruces); src/data/afinidades/cruces.json · en es/afinidades,2026-09-23,10.639,figura:F22
cruces.json › 1931.centro,8489,n,afin,FIG,cruce entre bloques por legislatura en CGOCUS V1.1 (FigCruces); src/data/afinidades/cruces.json · en es/afinidades,2026-09-23,8.489,figura:F22
cruces.json › 1931.estricto,2150,n,afin,FIG,cruce entre bloques por legislatura en CGOCUS V1.1 (FigCruces); src/data/afinidades/cruces.json · en es/afinidades,2026-09-23,2.150,figura:F22
cruces.json › 1933.bloque,6260,n,afin,FIG,cruce entre bloques por legislatura en CGOCUS V1.1 (FigCruces); src/data/afinidades/cruces.json · en es/afinidades,2026-09-23,6.260,figura:F22
cruces.json › 1933.centro,5571,n,afin,FIG,cruce entre bloques por legislatura en CGOCUS V1.1 (FigCruces); src/data/afinidades/cruces.json · en es/afinidades,2026-09-23,5.571,figura:F22
cruces.json › 1933.estricto,689,n,afin,FIG,cruce entre bloques por legislatura en CGOCUS V1.1 (FigCruces); src/data/afinidades/cruces.json · en es/afinidades,2026-09-23,689,figura:F22
cruces.json › 1936.bloque,442,n,afin,FIG,cruce entre bloques por legislatura en CGOCUS V1.1 (FigCruces); src/data/afinidades/cruces.json · en es/afinidades,2026-09-23,442,figura:F22
cruces.json › 1936.centro,95,n,afin,FIG,cruce entre bloques por legislatura en CGOCUS V1.1 (FigCruces); src/data/afinidades/cruces.json · en es/afinidades,2026-09-23,95,figura:F22
cruces.json › 1936.estricto,347,n,afin,FIG,cruce entre bloques por legislatura en CGOCUS V1.1 (FigCruces); src/data/afinidades/cruces.json · en es/afinidades,2026-09-23,347,figura:F22
edicion_pagina,0.1,n,proyecto,FIG,"edición de las páginas (PENDIENTES_DEL_INVESTIGADOR); src/config/enlaces.ts · en es/afinidades, es/componentes, es/cortes/1931 y 19 más",2026-09-23,0.1,figura:pie
erratas.articulo.filas,1,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,1,figura:tabla
erratas.campoamor.filas,1,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,1,figura:tabla
erratas.coma.filas,13,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,13,figura:tabla
erratas.ei.filas,1,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,1,figura:tabla
erratas.formulas,2460,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,2.460,figura:tabla
erratas.gil_robles.filas,1,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,1,figura:tabla
erratas.persidente.filas,6,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,6,figura:tabla
erratas.presidencia.formas,32,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,32,figura:tabla
erratas.punto.filas,1,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,1,figura:tabla
erratas.residente.filas,1,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,1,figura:tabla
erratas.senor.filas,141,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,141,figura:tabla
erratas.siete.filas,1,n,v3,FIG,"lecturas dañadas de las fórmulas de orador y sus filas (juego «Corrija al Diario», Método 03); src/data/erratas.json · en es/metodo",2026-09-23,1,figura:tabla
esta.cataluna.a.id,28735,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,28735,figura:tabla
esta.cataluna.b.id,32314,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,32314,figura:tabla
esta.clases.a.id,69308,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,69308,figura:tabla
esta.clases.b.id,99834,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,99834,figura:tabla
esta.divorcio.a.id,8076,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,8076,figura:tabla
esta.divorcio.b.id,3356,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,3356,figura:tabla
esta.espana.a.id,114168,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,114168,figura:tabla
esta.espana.b.id,114317,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,114317,figura:tabla
esta.iglesia.a.id,7531,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,7531,figura:tabla
esta.iglesia.b.id,7280,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,7280,figura:tabla
esta.mujer.a.id,6079,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,6079,figura:tabla
esta.mujer.b.id,6074,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,6074,figura:tabla
esta.octubre.a.id,86178,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,86178,figura:tabla
esta.octubre.b.id,84395,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,84395,figura:tabla
esta.orden.a.id,115567,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,115567,figura:tabla
esta.orden.b.id,115885,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,115885,figura:tabla
esta.ordenes.a.id,7366,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,7366,figura:tabla
esta.ordenes.b.id,7557,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,7557,figura:tabla
esta.parlamento.a.id,72101,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,72101,figura:tabla
esta.parlamento.b.id,69232,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,69232,figura:tabla
esta.renta.a.id,28240,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,28240,figura:tabla
esta.renta.b.id,90393,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,90393,figura:tabla
esta.tierra.a.id,29080,id,v3,FIG,"frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes, es/cortes/sesiones",2026-09-23,29080,figura:tabla
esta.tierra.b.id,29390,id,v3,FIG,frases del juego «¿Esta o esta?» (Las Cortes): fila de cada una; src/data/esta.json · en es/cortes,2026-09-23,29390,figura:tabla
familias.etapa.I.agrarios.filas,279,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,279,figura:F09
familias.etapa.I.agrarios.palabras,84328,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,84.328,figura:F09
familias.etapa.I.carlistas.filas,717,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,717,figura:F09
familias.etapa.I.carlistas.palabras,381454,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,381.454,figura:F09
familias.etapa.I.catalanista_de_derecha.filas,153,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,153,figura:F09
familias.etapa.I.catalanista_de_derecha.palabras,97505,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,97.505,figura:F09
familias.etapa.I.catalanista_de_izquierda.filas,1045,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,1.045,figura:F09
familias.etapa.I.catalanista_de_izquierda.palabras,378620,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,378.620,figura:F09
familias.etapa.I.conservadores.filas,3369,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,3.369,figura:F09
familias.etapa.I.conservadores.palabras,1382691,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,1.382.691,figura:F09
familias.etapa.I.derecha_autoritaria.filas,8,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,8,figura:F09
familias.etapa.I.derecha_autoritaria.palabras,5633,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,5.633,figura:F09
familias.etapa.I.galleguista.filas,158,n,V2,FIG,filas y palabras de cada familia de partidos por etapa (FigFamilias); src/data/familias_etapa.json · en es/cortes/1931,2026-09-23,158,figura:F09
